"Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"Ridiculous waiting times in Puerto Vallarta","https://itunes.apple.com/us/reviews/id43712723","Buscon en Utah","3.431.10001","1","Only ride with Uber in Puerto Vallarta, Mexico, if you’re willing to wait for your ride for 15 minutes or risk your ride being cancelled after waiting for 10 minutes and then have the cancelation blamed and sometimes charged on you.
Worst service in Mexico I’ve have ever experienced... not even their Informal competitor (inDriver) is this unprofessional. 
Be prepared for spam on your phone with fake offers, promising up to 25% off... 
I now only use Uber when I’m truly offered a discount, have time to spare and as a last resort.
All of the above is what I have found after riding in Puerto Vallarta with Uber for a year... Now I prefer using their cheaper competitor. Why pay more for Uber and their inferior service?
Be well informed of your options when traveling to Puerto Vallarta in Mexico.",2020-11-22 05:32:22
"Ripped off","https://itunes.apple.com/us/reviews/id298109284","Memimua","3.431.10001","1","I purchased two online gift cards that never arrived. There charge cleared on my credit card but never received the gift cards. Customer service has been giving me unrelated responses and they keep asking me to explain my problem over and over and over, but will not refund the charges or send the gift cards. Very poor customer service. I feel like they stole my money.",2020-11-22 05:18:26
"Quality service","https://itunes.apple.com/us/reviews/id1096352070","vasilii shlapko","3.431.10001","1","No support",2020-11-22 01:54:38
"Promotions are fake","https://itunes.apple.com/us/reviews/id499879268","ktdilsiz","3.431.10001","1","I got a promotion code 1 hour ago. I clicked the link in the email. It took me to Uber. I entered the promotion code in the email. It said ""the promotion code expired"". This is the third time this happened. I'm sick of these fake emails and how Uber tries to trick me.",2020-11-21 23:25:58
"Logging in was an issue","https://itunes.apple.com/us/reviews/id1231298439","psychomantix1","3.431.10001","1","20 steps just to log in no longer have the same debit card # or cell # said forget it downloaded Lyft instead",2020-11-21 21:50:08
"A22Hole drives ever.","https://itunes.apple.com/us/reviews/id665052589","Baba Aydinda","3.431.10001","1","I had more than 20 rides on uber and sexually harassed many times by female and male drivers. That sounds ridiculous. And some drivers was smelling alcohol.",2020-11-21 19:56:10
"Tarifas","https://itunes.apple.com/us/reviews/id420220343","landaverde2","3.431.10001","1","Revisen su estado de cuenta cada que hagan un viaje que les cobrarán doble. 
Esto pasa constantemente en monterrey nl Mexico.",2020-11-21 19:20:56
"Not downloading poor customer service","https://itunes.apple.com/us/reviews/id3215860","Sofie29","3.431.10001","1","Received voucher.  Added to my account.  Suddenly no rides available in my area!  Deleted app, then tried to download again but now saying there is a billing issue and can’t download the app!  No customer service to help either!  Very frustrating and disappointing!",2020-11-21 18:17:10
"Scheduled confirmation","https://itunes.apple.com/us/reviews/id35559395","Golden32","3.431.10001","2","You shouldn’t get a confirmation of a scheduled ride if there are no cars available. I confirmed a ride to the airport and it wasn’t until the car should have been there that it told me there wasn’t anyone available.",2020-11-21 10:33:34
"Payment bug for 2 weeks","https://itunes.apple.com/us/reviews/id281108804","MAEmusic","3.431.10001","1","For the last 2 weeks I can’t make a payment on Uber eats. It’s won’t accept any of my payment methods or cards even tho they work elsewhere. Taking my business elsewhere 2 weeks in a row cause I also can’t find out how to report this bug. Smh. Really really frustrating and waste of my time.",2020-11-21 05:33:38
"Garbage","https://itunes.apple.com/us/reviews/id154474603","eh Q","3.431.10001","1","Trip details don’t show up.",2020-11-21 05:01:24
"Uber is a parasitic business","https://itunes.apple.com/us/reviews/id1146848891","benjovt","3.431.10001","1","Last month California voters passed Prop 22, safeguarding the right of gig economy companies to misclassify their workers as contractors and pay them sub-minimum wages, withhold benefits, evade payroll and unemployment taxes, etc.

Uber/Lyft spent $200m to secure that win.

As Prop 22's promoters remind us: Gig work is the new unemployment benefit: it's a private-sector jobs guarantee, work you can get at the tap of your screen. It's a perfect labor market – workers effectively bid to offer the best price to perform servant work for others.

The more workers there are, and the more desperate their situation is, the lower the payments go. A lot of those savings are siphoned off by the (money-losing, stock-soaring) gig companies, but some of it is passed onto customers.

This is by design.",2020-11-21 01:19:20
"Best Uber ride ever","https://itunes.apple.com/us/reviews/id1072427371","uuffdtyfiicy","3.431.10001","5","This the best Uber ride of my life you need to promote hector",2020-11-21 00:13:42
"Completely broken","https://itunes.apple.com/us/reviews/id147774632","Bogey me","3.431.10001","1","Ubers app is impossible to log into, i have been locked out of it since 2017 and have switched to lyft for that reason. I have heard similar experiences from others. Tried resetting the password multiple times and it still tells me its wrong. Literal garbage",2020-11-20 22:34:10
"Over charged multiple times","https://itunes.apple.com/us/reviews/id222756389","Michelb210","3.431.10001","2","I was charged twice for a trip, and it overcharged my bank Acct, it gave me the option to switch payments types, so it took the money from the new payment & still hasn’t refund my overdrawn Acct.  They owe me over $51 dollars, in total I was charged $75 for a $24 dollar trip",2020-11-20 22:13:28
"Horrible App!","https://itunes.apple.com/us/reviews/id421616896","FFzAngel","3.431.10001","1","No instruction. Stressed me out from the minute I opened it until after I was dropped off. No place for my gate code, driver sent request for it but it disappeared and I had no idea how to find it. To payment without tip, then tried to hit me up for tip afterwards. Already tipped driver cash since app keeps everything secret. 
Wouldn’t let me use $2.50 discount claiming I wasn’t a new user, when I have NEVER IN MY LIFE EVEN CONTEMPLATED USING IT BEFORE THAT VERY DAY!!! 
VERY BAD EXPERIENCE. 
WILL NEVER USE AGAIN!",2020-11-20 22:11:59
"Lyft is better","https://itunes.apple.com/us/reviews/id759049457","sheepy555555","3.431.10001","1","Lyft is way better",2020-11-20 21:34:05
